2020-04-29 12:04:420 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 12:04:524 INFO  LoginPage :37 - Enter email : xyz1@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (0859300bb2c34b0e8dd80bd792ab253f)] -> xpath: //input[@id='Email']]
2020-04-29 12:04:654 INFO  LoginPage :45 - Enter password: abc1234to password field[[ChromeDriver: chrome on WINDOWS (0859300bb2c34b0e8dd80bd792ab253f)] -> id: Password]
2020-04-29 12:04:732 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (0859300bb2c34b0e8dd80bd792ab253f)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 12:04:357 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 12:04:350 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (8b113b49155355342c398a25067867ec)] -> link text: Log in]
2020-04-29 12:04:542 INFO  LoginPage :37 - Enter email : ram111@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (8b113b49155355342c398a25067867ec)] -> xpath: //input[@id='Email']]
2020-04-29 12:04:674 INFO  LoginPage :45 - Enter password: london3to password field[[ChromeDriver: chrome on WINDOWS (8b113b49155355342c398a25067867ec)] -> id: Password]
2020-04-29 12:04:856 INFO  LoginPage :52 - Click on login buttonProxy element for: DefaultElementLocator 'By.xpath: //input[@class='button-1 login-button']'
2020-04-29 12:04:924 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store page[[ChromeDriver: chrome on WINDOWS (8b113b49155355342c398a25067867ec)] -> xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']]
2020-04-29 12:04:607 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 12:04:719 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (ebe1fcf4dc05c05b0fe7e059af47be5f)] -> link text: Log in]
2020-04-29 12:04:831 INFO  LoginPage :37 - Enter email : ram222@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (ebe1fcf4dc05c05b0fe7e059af47be5f)] -> xpath: //input[@id='Email']]
2020-04-29 12:04:967 INFO  LoginPage :45 - Enter password: london1to password field[[ChromeDriver: chrome on WINDOWS (ebe1fcf4dc05c05b0fe7e059af47be5f)] -> id: Password]
2020-04-29 12:04:61 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (ebe1fcf4dc05c05b0fe7e059af47be5f)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 12:04:689 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 12:04:259 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (1c5aeef671c772dd7ea74685214daf9c)] -> link text: Log in]
2020-04-29 12:04:411 INFO  LoginPage :37 - Enter email : ram333@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (1c5aeef671c772dd7ea74685214daf9c)] -> xpath: //input[@id='Email']]
2020-04-29 12:04:578 INFO  LoginPage :45 - Enter password: london2to password field[[ChromeDriver: chrome on WINDOWS (1c5aeef671c772dd7ea74685214daf9c)] -> id: Password]
2020-04-29 12:04:660 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (1c5aeef671c772dd7ea74685214daf9c)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 12:04:214 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 12:04:236 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (4724be093b6ca5f80cd29d919b5b5cb8)] -> link text: Log in]
2020-04-29 12:04:376 INFO  LoginPage :37 - Enter email : ram444@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (4724be093b6ca5f80cd29d919b5b5cb8)] -> xpath: //input[@id='Email']]
2020-04-29 12:04:509 INFO  LoginPage :45 - Enter password: london4to password field[[ChromeDriver: chrome on WINDOWS (4724be093b6ca5f80cd29d919b5b5cb8)] -> id: Password]
2020-04-29 12:04:581 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (4724be093b6ca5f80cd29d919b5b5cb8)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 12:04:275 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 12:04:504 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (31e56b0fa491fe59228ae3a6fb34b8bf)] -> link text: Log in]
2020-04-29 12:04:653 INFO  LoginPage :37 - Enter email : ram555@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (31e56b0fa491fe59228ae3a6fb34b8bf)] -> xpath: //input[@id='Email']]
2020-04-29 12:04:771 INFO  LoginPage :45 - Enter password: london5to password field[[ChromeDriver: chrome on WINDOWS (31e56b0fa491fe59228ae3a6fb34b8bf)] -> id: Password]
2020-04-29 12:04:482 INFO  LoginPage :52 - Click on login buttonProxy element for: DefaultElementLocator 'By.xpath: //input[@class='button-1 login-button']'
2020-04-29 12:04:545 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store page[[ChromeDriver: chrome on WINDOWS (31e56b0fa491fe59228ae3a6fb34b8bf)] -> xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']]
2020-04-29 13:04:955 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 13:04:868 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (23d0bdace123b7d78b605dcde27fe5e8)] -> link text: Log in]
2020-04-29 13:04:14 INFO  LoginPage :37 - Enter email : xyz13@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (23d0bdace123b7d78b605dcde27fe5e8)] -> xpath: //input[@id='Email']]
2020-04-29 13:04:166 INFO  LoginPage :45 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (23d0bdace123b7d78b605dcde27fe5e8)] -> id: Password]
2020-04-29 13:04:238 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (23d0bdace123b7d78b605dcde27fe5e8)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 13:04:363 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 13:04:549 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 13:04:474 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (97e5c6b0bb5d26869ae6d350ce1854b9)] -> link text: Log in]
2020-04-29 13:04:624 INFO  LoginPage :37 - Enter email : xyz1@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (97e5c6b0bb5d26869ae6d350ce1854b9)] -> xpath: //input[@id='Email']]
2020-04-29 13:04:734 INFO  LoginPage :45 - Enter password: abc1234to password field[[ChromeDriver: chrome on WINDOWS (97e5c6b0bb5d26869ae6d350ce1854b9)] -> id: Password]
2020-04-29 13:04:818 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (97e5c6b0bb5d26869ae6d350ce1854b9)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 13:04:931 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 13:04:919 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 13:04:743 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (00e36871dcbc8043c03fb22ee58aff41)] -> link text: Log in]
2020-04-29 13:04:855 INFO  LoginPage :37 - Enter email : ram111@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (00e36871dcbc8043c03fb22ee58aff41)] -> xpath: //input[@id='Email']]
2020-04-29 13:04:960 INFO  LoginPage :45 - Enter password: london3to password field[[ChromeDriver: chrome on WINDOWS (00e36871dcbc8043c03fb22ee58aff41)] -> id: Password]
2020-04-29 13:04:31 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (00e36871dcbc8043c03fb22ee58aff41)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 13:04:83 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 13:04:133 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 13:04:796 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (4332dfc57c986b6fbf9a4103a9672b21)] -> link text: Log in]
2020-04-29 13:04:931 INFO  LoginPage :37 - Enter email : ram222@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (4332dfc57c986b6fbf9a4103a9672b21)] -> xpath: //input[@id='Email']]
2020-04-29 13:04:40 INFO  LoginPage :45 - Enter password: london1to password field[[ChromeDriver: chrome on WINDOWS (4332dfc57c986b6fbf9a4103a9672b21)] -> id: Password]
2020-04-29 13:04:118 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (4332dfc57c986b6fbf9a4103a9672b21)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 13:04:242 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 13:04:271 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 13:04:727 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (f635bee9819a863241ddf2ccf264362e)] -> link text: Log in]
2020-04-29 13:04:856 INFO  LoginPage :37 - Enter email : ram333@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (f635bee9819a863241ddf2ccf264362e)] -> xpath: //input[@id='Email']]
2020-04-29 13:04:969 INFO  LoginPage :45 - Enter password: london2to password field[[ChromeDriver: chrome on WINDOWS (f635bee9819a863241ddf2ccf264362e)] -> id: Password]
2020-04-29 13:04:49 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (f635bee9819a863241ddf2ccf264362e)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 15:04:472 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:582 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:769 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:508 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:513 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:52 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:886 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:365 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:926 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:32 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:533 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:915 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:536 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:740 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:959 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:946 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:09 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:928 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 15:04:157 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 16:04:837 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:351 INFO  HomePage :40 - Clicking on Computer link : [[ChromeDriver: chrome on WINDOWS (e1ddce37f407b7ae44837adff5463f13)] -> link text: Computers]
2020-04-29 16:04:378 INFO  ComputerPage :24 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (e1ddce37f407b7ae44837adff5463f13)] -> xpath: //h1[contains(text(),'Computers')]]
2020-04-29 16:04:85 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:39 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:533 INFO  HomePage :40 - Clicking on Computer link : [[ChromeDriver: chrome on WINDOWS (1b168d7b8b3a77f05d4363b724c829c1)] -> link text: Computers]
2020-04-29 16:04:561 INFO  ComputerPage :24 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (1b168d7b8b3a77f05d4363b724c829c1)] -> xpath: //h1[contains(text(),'Computers')]]
2020-04-29 16:04:249 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:153 INFO  HomePage :40 - Clicking on Computer link : [[ChromeDriver: chrome on WINDOWS (402aaa45bb0576c874fec79df5e5b504)] -> link text: Computers]
2020-04-29 16:04:186 INFO  ComputerPage :24 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (402aaa45bb0576c874fec79df5e5b504)] -> xpath: //h1[contains(text(),'Computers')]]
2020-04-29 16:04:308 INFO  ComputerPage :33 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2020-04-29 16:04:854 INFO  DesktopPage :31 - Clicking on build your computer linkProxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-29 16:04:928 INFO  DesktopPage :38 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (402aaa45bb0576c874fec79df5e5b504)] -> id: product_attribute_3_7]
2020-04-29 16:04:00 INFO  DesktopPage :45 - Clicking on add to card button[[ChromeDriver: chrome on WINDOWS (402aaa45bb0576c874fec79df5e5b504)] -> id: add-to-cart-button-1]
2020-04-29 16:04:721 INFO  DesktopPage :51 - Verify product add successfuly text[[ChromeDriver: chrome on WINDOWS (402aaa45bb0576c874fec79df5e5b504)] -> xpath: //p[@class='content']]
2020-04-29 16:04:823 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:946 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (24ec2a76b0290804ffa088857312f069)] -> link text: Log in]
2020-04-29 16:04:981 INFO  LoginPage :58 - verify welcome text: displayed on welcome text [[ChromeDriver: chrome on WINDOWS (24ec2a76b0290804ffa088857312f069)] -> xpath: //div[@class='page-title']//h1]
2020-04-29 16:04:650 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:808 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (a3090d3eb226f4331227aa2abdf10f62)] -> link text: Log in]
2020-04-29 16:04:945 INFO  LoginPage :37 - Enter email : bjrpatel17@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (a3090d3eb226f4331227aa2abdf10f62)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:67 INFO  LoginPage :45 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (a3090d3eb226f4331227aa2abdf10f62)] -> id: Password]
2020-04-29 16:04:137 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (a3090d3eb226f4331227aa2abdf10f62)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:195 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:179 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:320 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (890fbd608b2d46b58e57bc7984f37081)] -> link text: Log in]
2020-04-29 16:04:431 INFO  LoginPage :37 - Enter email : xyz13@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (890fbd608b2d46b58e57bc7984f37081)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:535 INFO  LoginPage :45 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (890fbd608b2d46b58e57bc7984f37081)] -> id: Password]
2020-04-29 16:04:606 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (890fbd608b2d46b58e57bc7984f37081)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:719 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:791 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:923 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (f7c5815d4ed98d97a17f7bb997cd6eda)] -> link text: Log in]
2020-04-29 16:04:35 INFO  LoginPage :37 - Enter email : xyz1@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (f7c5815d4ed98d97a17f7bb997cd6eda)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:154 INFO  LoginPage :45 - Enter password: abc1234to password field[[ChromeDriver: chrome on WINDOWS (f7c5815d4ed98d97a17f7bb997cd6eda)] -> id: Password]
2020-04-29 16:04:256 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (f7c5815d4ed98d97a17f7bb997cd6eda)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:333 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:338 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:704 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (996b3a131cbf219a4ac22d975e3abed5)] -> link text: Log in]
2020-04-29 16:04:863 INFO  LoginPage :37 - Enter email : ram111@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (996b3a131cbf219a4ac22d975e3abed5)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:02 INFO  LoginPage :45 - Enter password: london3to password field[[ChromeDriver: chrome on WINDOWS (996b3a131cbf219a4ac22d975e3abed5)] -> id: Password]
2020-04-29 16:04:84 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (996b3a131cbf219a4ac22d975e3abed5)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:138 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:136 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:491 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (16d1e027e9b7f464504d9c59146ee476)] -> link text: Log in]
2020-04-29 16:04:621 INFO  LoginPage :37 - Enter email : ram222@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (16d1e027e9b7f464504d9c59146ee476)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:723 INFO  LoginPage :45 - Enter password: london1to password field[[ChromeDriver: chrome on WINDOWS (16d1e027e9b7f464504d9c59146ee476)] -> id: Password]
2020-04-29 16:04:788 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (16d1e027e9b7f464504d9c59146ee476)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:830 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:820 INFO  BrowserSelector :20 - Launching Chrome Browser
2020-04-29 16:04:586 INFO  HomePage :27 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (dbebfdf04278d7886d3ca1675206ebc3)] -> link text: Log in]
2020-04-29 16:04:733 INFO  LoginPage :37 - Enter email : ram333@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (dbebfdf04278d7886d3ca1675206ebc3)] -> xpath: //input[@id='Email']]
2020-04-29 16:04:875 INFO  LoginPage :45 - Enter password: london2to password field[[ChromeDriver: chrome on WINDOWS (dbebfdf04278d7886d3ca1675206ebc3)] -> id: Password]
2020-04-29 16:04:960 INFO  LoginPage :52 - Click on login button[[ChromeDriver: chrome on WINDOWS (dbebfdf04278d7886d3ca1675206ebc3)] -> xpath: //input[@class='button-1 login-button']]
2020-04-29 16:04:32 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2020-04-29 16:04:68 INFO  BrowserSelector :20 - Launching Chrome Browser
